Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:49
-----------------------------------------------------------------------------
Output data for request: PRINCIPAL_STRESS
Description: Principal Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP       Max.       Min.     vmax_x     vmax_y     vmin_x     vmin_y 
Units                    MPa        MPa          m          m          m          m 
    4   653     4  1.7128545 -0.0006078  0.9999997  0.0007547 -0.0007547  0.9999997 
    4   654     1  1.7183559 -0.0007632  1.0000000  0.0000881 -0.0000881  1.0000000 
    4   654     2  1.7217014  0.0002654  1.0000000  0.0002121 -0.0002121  1.0000000 
    4   654     3  1.7182202 -0.0005835  0.9999998  0.0007053 -0.0007053  0.9999998 
    4   654     4  1.7215892  0.0004521  0.9999997  0.0008299 -0.0008299  0.9999997 
    4   655     1  1.7154286  0.0001884  0.9999999  0.0003416 -0.0003416  0.9999999 
    4   655     2  1.7153685  0.0004537  0.9999995  0.0009860 -0.0009860  0.9999995 
    4   655     3  1.7120148 -0.0008711  1.0000000  0.0001925 -0.0001925  1.0000000 
    4   655     4  1.7119353 -0.0006120  0.9999997  0.0008357 -0.0008357  0.9999997 
    4   656     1  1.7174788 -0.0008003  1.0000000  0.0001254 -0.0001254  1.0000000 
    4   656     2  1.7209174  0.0002570  1.0000000  0.0002528 -0.0002528  1.0000000 
    4   656     3  1.7174165 -0.0005795  0.9999997  0.0007724 -0.0007724  0.9999997 
    4   656     4  1.7208728  0.0004831  0.9999996  0.0009001 -0.0009001  0.9999996 
    4   657     1  1.7170654 -0.0005816  0.9999997  0.0008071 -0.0008071  0.9999997 
    4   657     2  1.7171212 -0.0008066  1.0000000  0.0001485 -0.0001485  1.0000000 
    4   657     3  1.7205475  0.0004883  0.9999996  0.0009343 -0.0009343  0.9999996 
    4   657     4  1.7205890  0.0002591  1.0000000  0.0002754 -0.0002754  1.0000000 
    4   658     1  1.7150061  0.0004565  0.9999995  0.0010248 -0.0010248  0.9999995 
    4   658     2  1.7115436 -0.0006167  0.9999996  0.0008765 -0.0008765  0.9999996 
    4   658     3  1.7150568  0.0001885  0.9999999  0.0003683 -0.0003683  0.9999999 
    4   658     4  1.7116076 -0.0008807  1.0000000  0.0002204 -0.0002204  1.0000000 
    4   659     1  1.7261260  0.0005120  0.9999996  0.0008418 -0.0008418  0.9999996 
    4   659     2  1.7226071 -0.0005604  0.9999997  0.0007378 -0.0007378  0.9999997 
    4   659     3  1.7261594  0.0003283  1.0000000  0.0001806 -0.0001806  1.0000000 
    4   659     4  1.7226552 -0.0007398  1.0000000  0.0000768 -0.0000768  1.0000000 
    4   660     1  1.7264527  0.0003256  1.0000000  0.0001631 -0.0001631  1.0000000 
    4   660     2  1.7264134  0.0005087  0.9999997  0.0008126 -0.0008126  0.9999997 
    4   660     3  1.7229687 -0.0007370  1.0000000  0.0000577 -0.0000577  1.0000000 
    4   660     4  1.7229186 -0.0005572  0.9999997  0.0007072 -0.0007072  0.9999997 
    4   661     1  1.7285105 -0.0006800  1.0000000 -0.0000112  0.0000112  1.0000000 
    4   661     2  1.7320062  0.0003796  1.0000000  0.0000722 -0.0000722  1.0000000 
    4   661     3  1.7284656 -0.0005419  0.9999998  0.0006407 -0.0006407  0.9999998 
    4   661     4  1.7319771  0.0005222  0.9999997  0.0007234 -0.0007234  0.9999997 
    4   662     1  1.7281891 -0.0005433  0.9999998  0.0006659 -0.0006659  0.9999998 
    4   662     2  1.7282271 -0.0006845  1.0000000  2.58e-006 -2.58e-006  1.0000000 
    4   662     3  1.7317246  0.0005280  0.9999997  0.0007488 -0.0007488  0.9999997 
    4   662     4  1.7317497  0.0003831  1.0000000  0.0000860 -0.0000860  1.0000000 
    4   663     1  1.7258688  0.0003291  1.0000000  0.0001994 -0.0001994  1.0000000 
    4   663     2  1.7258483  0.0005177  0.9999996  0.0008700 -0.0008700  0.9999996 
    4   663     3  1.7223388 -0.0007464  1.0000000  0.0000963 -0.0000963  1.0000000 
    4   663     4  1.7223114 -0.0005597  0.9999997  0.0007670 -0.0007670  0.9999997 
    4   664     1  1.7279477 -0.0006930  1.0000000  0.0000164 -0.0000164  1.0000000 
    4   664     2  1.7314929  0.0003818  1.0000000  0.0001015 -0.0001015  1.0000000 
    4   664     3  1.7279208 -0.0005431  0.9999998  0.0006892 -0.0006892  0.9999998 
    4   664     4  1.7314776  0.0005348  0.9999997  0.0007732 -0.0007732  0.9999997 
    4   665     1  1.7276424 -0.0005445  0.9999997  0.0007129 -0.0007129  0.9999997 
    4   665     2  1.7276716 -0.0006944  1.0000000  0.0000320 -0.0000320  1.0000000 
    4   665     3  1.7312148  0.0005382  0.9999997  0.0007976 -0.0007976  0.9999997 
    4   665     4  1.7312348  0.0003858  1.0000000  0.0001175 -0.0001175  1.0000000 
    4   666     1  1.7255612  0.0005176  0.9999996  0.0008978 -0.0008978  0.9999996 
    4   666     2  1.7220113 -0.0005631  0.9999997  0.0007968 -0.0007968  0.9999997 
    4   666     3  1.7255849  0.0003333  1.0000000  0.0002191 -0.0002191  1.0000000 
    4   666     4  1.7220435 -0.0007450  1.0000000  0.0001177 -0.0001177  1.0000000 
    4   667     1  1.7164130 -0.0005820  0.9999996  0.0008754 -0.0008754  0.9999996 
    4   667     2  1.7164423 -0.0008176  1.0000000  0.0001983 -0.0001983  1.0000000 
    4   667     3  1.7199383  0.0005003  0.9999995  0.0010018 -0.0010018  0.9999995 
    4   667     4  1.7199584  0.0002619  0.9999999  0.0003245 -0.0003245  0.9999999 
    4   668     1  1.7143415  0.0004656  0.9999994  0.0011015 -0.0011015  0.9999994 
    4   668     2  1.7108357 -0.0006188  0.9999995  0.0009563 -0.0009563  0.9999995 
    4   668     3  1.7143633  0.0001884  0.9999999  0.0004256 -0.0004256  0.9999999 
    4   668     4  1.7108669 -0.0008932  1.0000000  0.0002805 -0.0002805  1.0000000 
    4   669     1  1.7146975  0.0001868  0.9999999  0.0003967 -0.0003967  0.9999999 
    4   669     2  1.7146746  0.0004670  0.9999994  0.0010637 -0.0010637  0.9999994 
    4   669     3  1.7112180 -0.0008910  1.0000000  0.0002494 -0.0002494  1.0000000 
    4   669     4  1.7111843 -0.0006142  0.9999996  0.0009157 -0.0009157  0.9999996 
    4   670     1  1.7167685 -0.0008192  1.0000000  0.0001722 -0.0001722  1.0000000 
    4   670     2  1.7202661  0.0002556  1.0000000  0.0003000 -0.0003000  1.0000000 
    4   670     3  1.7167393 -0.0005821  0.9999996  0.0008410 -0.0008410  0.9999996 
    4   670     4  1.7202495  0.0004962  0.9999995  0.0009684 -0.0009684  0.9999995 
    4   671     1  1.7140211  0.0001964  0.9999999  0.0004581 -0.0004581  0.9999999 
    4   671     2  1.7139955  0.0004636  0.9999994  0.0011363 -0.0011363  0.9999994 
    4   671     3  1.7105123 -0.0008869  0.9999999  0.0003172 -0.0003172  0.9999999 
    4   671     4  1.7104808 -0.0006217  0.9999995  0.0009945 -0.0009945  0.9999995 
    4   672     1  1.7161111 -0.0008168  1.0000000  0.0002289 -0.0002289  1.0000000 
    4   672     2  1.7196393  0.0002656  0.9999999  0.0003537 -0.0003537  0.9999999 
    4   672     3  1.7160776 -0.0005878  0.9999996  0.0009077 -0.0009077  0.9999996 
    4   672     4  1.7196138  0.0004968  0.9999995  0.0010320 -0.0010320  0.9999995 
    4   673     1  1.7157237 -0.0005887  0.9999996  0.0009427 -0.0009427  0.9999996 
    4   673     2  1.7157631 -0.0008115  1.0000000  0.0002582 -0.0002582  1.0000000 
    4   673     3  1.7192653  0.0004968  0.9999994  0.0010654 -0.0010654  0.9999994 
    4   673     4  1.7193000  0.0002728  0.9999999  0.0003812 -0.0003812  0.9999999 
    4   674     1  1.7136382  0.0004550  0.9999993  0.0011741 -0.0011741  0.9999993 
    4   674     2  1.7101175 -0.0006303  0.9999995  0.0010365 -0.0010365  0.9999995 
    4   674     3  1.7136700  0.0001976  0.9999999  0.0004921 -0.0004921  0.9999999 
    4   674     4  1.7101570 -0.0008856  0.9999999  0.0003541 -0.0003541  0.9999999 
    4   675     1  1.7252854  0.0003378  1.0000000  0.0002425 -0.0002425  1.0000000 
    4   675     2  1.7252512  0.0005149  0.9999996  0.0009234 -0.0009234  0.9999996 
    4   675     3  1.7217333 -0.0007434  1.0000000  0.0001418 -0.0001418  1.0000000 
    4   675     4  1.7216942 -0.0005674  0.9999997  0.0008237 -0.0008237  0.9999997 
    4   676     1  1.7273831 -0.0006955  1.0000000  0.0000495 -0.0000495  1.0000000 
    4   676     2  1.7309594  0.0003889  1.0000000  0.0001365 -0.0001365  1.0000000 
    4   676     3  1.7273429 -0.0005483  0.9999997  0.0007343 -0.0007343  0.9999997 
    4   676     4  1.7309275  0.0005381  0.9999997  0.0008197 -0.0008197  0.9999997 
    4   677     1  1.7270145 -0.0005504  0.9999997  0.0007556 -0.0007556  0.9999997 
    4   677     2  1.7270677 -0.0006983  1.0000000  0.0000657 -0.0000657  1.0000000 
    4   677     3  1.7306064  0.0005389  0.9999996  0.0008435 -0.0008435  0.9999996 
    4   677     4  1.7306541  0.0003899  1.0000000  0.0001559 -0.0001559  1.0000000 
    4   678     1  1.7249117  0.0005149  0.9999995  0.0009504 -0.0009504  0.9999995 
    4   678     2  1.7213519 -0.0005679  0.9999996  0.0008517 -0.0008517  0.9999996 
    4   678     3  1.7249596  0.0003453  1.0000000  0.0002640 -0.0002640  1.0000000 
    4   678     4  1.7214021 -0.0007369  1.0000000  0.0001648 -0.0001648  1.0000000 
    4   679     1  1.7132913  0.0002130  0.9999999  0.0005311 -0.0005311  0.9999999 
    4   679     2  1.7132326  0.0004454  0.9999993  0.0012071 -0.0012071  0.9999993 
    4   679     3  1.7097798 -0.0008671  0.9999999  0.0003995 -0.0003995  0.9999999 
    4   679     4  1.7097169 -0.0006363  0.9999994  0.0010743 -0.0010743  0.9999994 
    4   680     1  1.7153976 -0.0008001  1.0000000  0.0002959 -0.0002959  1.0000000 
    4   680     2  1.7189314  0.0002820  0.9999999  0.0004160 -0.0004160  0.9999999 
    4   680     3  1.7153317 -0.0005969  0.9999995  0.0009726 -0.0009726  0.9999995 
    4   680     4  1.7188693  0.0004863  0.9999994  0.0010922 -0.0010922  0.9999994 
    4   681     1  1.7149178 -0.0005992  0.9999995  0.0010084 -0.0010084  0.9999995 
    4   681     2  1.7149819 -0.0007946  0.9999999  0.0003295 -0.0003295  0.9999999 
    4   681     3  1.7184561  0.0004828  0.9999994  0.0011245 -0.0011245  0.9999994 
    4   681     4  1.7185200  0.0002870  0.9999999  0.0004443 -0.0004443  0.9999999 
    4   682     1  1.7128218  0.0004343  0.9999992  0.0012464 -0.0012464  0.9999992 
    4   682     2  1.7092946 -0.0006486  0.9999994  0.0011190 -0.0011190  0.9999994 
    4   682     3  1.7128820  0.0002136  0.9999998  0.0005690 -0.0005690  0.9999998 
    4   682     4  1.7093696 -0.0008649  0.9999999  0.0004420 -0.0004420  0.9999999 
    4   683     1  1.7246008  0.0003506  1.0000000  0.0002921 -0.0002921  1.0000000 
    4   683     2  1.7245215  0.0005021  0.9999995  0.0009721 -0.0009721  0.9999995 
    4   683     3  1.7210455 -0.0007307  1.0000000  0.0001936 -0.0001936  1.0000000 
    4   683     4  1.7209668 -0.0005784  0.9999996  0.0008754 -0.0008754  0.9999996 
    4   684     1  1.7267205 -0.0006979  1.0000000  0.0000861 -0.0000861  1.0000000 
    4   684     2  1.7303084  0.0003920  1.0000000  0.0001810 -0.0001810  1.0000000 
    4   684     3  1.7266363 -0.0005565  0.9999997  0.0007724 -0.0007724  0.9999997 
    4   684     4  1.7302258  0.0005330  0.9999996  0.0008638 -0.0008638  0.9999996 
    4   685     1  1.7262093 -0.0005559  0.9999997  0.0007881 -0.0007881  0.9999997 
    4   685     2  1.7263181 -0.0007021  1.0000000  0.0001048 -0.0001048  1.0000000 
    4   685     3  1.7297760  0.0005287  0.9999996  0.0008864 -0.0008864  0.9999996 
    4   685     4  1.7298969  0.0003874  1.0000000  0.0002075 -0.0002075  1.0000000 
    4   686     1  1.7240886  0.0004983  0.9999995  0.0009958 -0.0009958  0.9999995 
    4   686     2  1.7205509 -0.0005770  0.9999996  0.0008997 -0.0008997  0.9999996 
    4   686     3  1.7241879  0.0003562  1.0000000  0.0003149 -0.0003149  1.0000000 
    4   686     4  1.7206355 -0.0007235  1.0000000  0.0002185 -0.0002185  1.0000000 
    4   687     1  1.7124610  0.0002260  0.9999998  0.0006040 -0.0006040  0.9999998 
    4   687     2  1.7123899  0.0004243  0.9999992  0.0012779 -0.0012779  0.9999992 
    4   687     3  1.7089233 -0.0008558  0.9999999  0.0004882 -0.0004882  0.9999999 
    4   687     4  1.7088195 -0.0006689  0.9999993  0.0011565 -0.0011565  0.9999993 
    4   688     1  1.7145636 -0.0007884  0.9999999  0.0003764 -0.0003764  0.9999999 
    4   688     2  1.7180975  0.0002874  0.9999999  0.0004772 -0.0004772  0.9999999 
    4   688     3  1.7144969 -0.0006167  0.9999995  0.0010405 -0.0010405  0.9999995 
    4   688     4  1.7180310  0.0004607  0.9999993  0.0011467 -0.0011467  0.9999993 
    4   689     1  1.7142064 -0.0006338  0.9999994  0.0010938 -0.0010938  0.9999994 
    4   689     2  1.7141620 -0.0007955  0.9999999  0.0004371 -0.0004371  0.9999999 
    4   689     3  1.7177473  0.0004379  0.9999993  0.0011724 -0.0011724  0.9999993 
    4   689     4  1.7176965  0.0002688  0.9999999  0.0004914 -0.0004914  0.9999999 
    4   690     1  1.7121153  0.0004247  0.9999991  0.0013108 -0.0013108  0.9999991 
    4   690     2  1.7083257 -0.0007292  0.9999993  0.0012011 -0.0012011  0.9999993 
    4   690     3  1.7120992  0.0002190  0.9999998  0.0006038 -0.0006038  0.9999998 
    4   690     4  1.7084269 -0.0008965  0.9999999  0.0005069 -0.0005069  0.9999999 
    4   691     1  1.7237350  0.0003572  0.9999999  0.0003438 -0.0003438  0.9999999 
    4   691     2  1.7235998  0.0004696  0.9999995  0.0010093 -0.0010093  0.9999995 
    4   691     3  1.7202095 -0.0007122  1.0000000  0.0002558 -0.0002558  1.0000000 
    4   691     4  1.7201151 -0.0005878  0.9999996  0.0009207 -0.0009207  0.9999996 
    4   692     1  1.7258746 -0.0006992  1.0000000  0.0001311 -0.0001311  1.0000000 
    4   692     2  1.7294091  0.0003808  1.0000000  0.0002458 -0.0002458  1.0000000 
    4   692     3  1.7257182 -0.0005588  0.9999997  0.0007976 -0.0007976  0.9999997 
    4   692     4  1.7292122  0.0005067  0.9999996  0.0009034 -0.0009034  0.9999996 
    4   693     1  1.7251751 -0.0005361  0.9999997  0.0007961 -0.0007961  0.9999997 
    4   693     2  1.7253647 -0.0007133  1.0000000  0.0001565 -0.0001565  1.0000000 
    4   693     3  1.7284668  0.0004773  0.9999996  0.0009213 -0.0009213  0.9999996 
    4   693     4  1.7287795  0.0003435  1.0000000  0.0003012 -0.0003012  1.0000000 
    4   694     1  1.7231071  0.0004356  0.9999995  0.0010154 -0.0010154  0.9999995 
    4   694     2  1.7197692 -0.0005726  0.9999996  0.0009479 -0.0009479  0.9999996 
    4   694     3  1.7232438  0.0003700  0.9999999  0.0003621 -0.0003621  0.9999999 
    4   694     4  1.7197783 -0.0006751  1.0000000  0.0003028 -0.0003028  1.0000000 
    4   695     1  1.7119719  0.0003707  0.9999998  0.0005599 -0.0005599  0.9999998 
    4   695     2  1.7121422  0.0004796  0.9999991  0.0013305 -0.0013305  0.9999991 
    4   695     3  1.7079510 -0.0008382  0.9999999  0.0005114 -0.0005114  0.9999999 
    4   695     4  1.7078202 -0.0008205  0.9999992  0.0012682 -0.0012682  0.9999992 
    4   696     1  1.7140594 -0.0007111  0.9999999  0.0005198 -0.0005198  0.9999999 
    4   696     2  1.7175934  0.0003577  0.9999999  0.0004280 -0.0004280  0.9999999 
    4   696     3  1.7143194 -0.0007106  0.9999993  0.0011654 -0.0011654  0.9999993 
    4   696     4  1.7180911  0.0004228  0.9999994  0.0011286 -0.0011286  0.9999994 
    4   697     1  1.7150813 -0.0009646  0.9999992  0.0012842 -0.0012842  0.9999992 
    4   697     2  1.7146319 -0.0006100  0.9999999  0.0004539 -0.0004539  0.9999999 
    4   697     3  1.7202788  0.0006665  0.9999995  0.0010234 -0.0010234  0.9999995 
    4   697     4  1.7188198  0.0006920  1.0000000  0.0002648 -0.0002648  1.0000000 
    4   698     1  1.7121831  0.0005906  0.9999989  0.0014601 -0.0014601  0.9999989 
    4   698     2  1.7073665 -0.0008622  0.9999991  0.0013765 -0.0013765  0.9999991 
    4   698     3  1.7120164  0.0003651  0.9999998  0.0006073 -0.0006073  0.9999998 
    4   698     4  1.7074897 -0.0010018  0.9999999  0.0005215 -0.0005215  0.9999999 
    4   699     1  1.7237925  0.0001487  0.9999997  0.0007444 -0.0007444  0.9999997 
    4   699     2  1.7226620 -0.0006379  0.9999995  0.0010418 -0.0010418  0.9999995 
    4   699     3  1.7231050  0.0005431  0.9999997  0.0007833 -0.0007833  0.9999997 
    4   699     4  1.7224605 -0.0001387  0.9999995  0.0009909 -0.0009909  0.9999995 
    4   700     1  1.7226413  0.0002608  0.9999999  0.0003661 -0.0003661  0.9999999 
    4   700     2  1.7226283  0.0003188  0.9999995  0.0009806 -0.0009806  0.9999995 
    4   700     3  1.7195470 -0.0006555  0.9999999  0.0004689 -0.0004689  0.9999999 
    4   700     4  1.7198992 -0.0004992  0.9999995  0.0009750 -0.0009750  0.9999995 
    4   701     1  1.7250681 -0.0004708  1.0000000  0.0002156 -0.0002156  1.0000000 
    4   701     2  1.7277750  0.0004040  0.9999999  0.0004601 -0.0004601  0.9999999 
    4   701     3  1.7247145 -0.0004109  0.9999997  0.0007622 -0.0007622  0.9999997 
    4   701     4  1.7271553  0.0003495  0.9999996  0.0008890 -0.0008890  0.9999996 
    4   702     1  1.7150766 -0.0011272  1.0000000  0.0003064 -0.0003064  1.0000000 
    4   702     2  1.7207956  0.0005947  0.9999999  0.0003893 -0.0003893  0.9999999 
    4   702     3  1.7150473 -0.0010028  0.9999990  0.0013951 -0.0013951  0.9999990 
    4   702     4  1.7205211  0.0006320  0.9999991  0.0013642 -0.0013642  0.9999991 
    4   703     1  1.7142509 -0.0008667  0.9999992  0.0012748 -0.0012748  0.9999992 
    4   703     2  1.7144691 -0.0010054  0.9999999  0.0003271 -0.0003271  0.9999999 
    4   703     3  1.7193966  0.0006948  0.9999990  0.0014084 -0.0014084  0.9999990 
    4   703     4  1.7196492  0.0005667  0.9999999  0.0004619 -0.0004619  0.9999999 
    4   704     1  1.7111949  0.0006705  0.9999987  0.0016104 -0.0016104  0.9999987 
    4   704     2  1.7060371 -0.0008970  0.9999989  0.0014718 -0.0014718  0.9999989 
    4   704     3  1.7113830  0.0004641  0.9999998  0.0006731 -0.0006731  0.9999998 
    4   704     4  1.7062469 -0.0011005  0.9999999  0.0005221 -0.0005221  0.9999999 
    4   705     1  1.7117535  0.0004597  0.9999998  0.0005750 -0.0005750  0.9999998 
    4   705     2  1.7117391  0.0005161  0.9999989  0.0014715 -0.0014715  0.9999989 
    4   705     3  1.7068983 -0.0010011  0.9999999  0.0004973 -0.0004973  0.9999999 
    4   705     4  1.7066828 -0.0010042  0.9999990  0.0014033 -0.0014033  0.9999990 
    4   706     1  1.7017969 -0.0010875  0.9999998  0.0006155 -0.0006155  0.9999998 
    4   706     2  1.7055557  0.0001140  0.9999996  0.0008428 -0.0008428  0.9999996 
    4   706     3  1.7013068 -0.0008189  0.9999992  0.0013017 -0.0013017  0.9999992 
    4   706     4  1.7053534  0.0004690  0.9999988  0.0015372 -0.0015372  0.9999988 
    4   707     1  1.6997795 -0.0009177  0.9999990  0.0014193 -0.0014193  0.9999990 
    4   707     2  1.7003147 -0.0011221  0.9999998  0.0006186 -0.0006186  0.9999998 
    4   707     3  1.7044596  0.0005551  0.9999986  0.0016702 -0.0016702  0.9999986 
    4   707     4  1.7047200  0.0002611  0.9999996  0.0008474 -0.0008474  0.9999996 
    4   708     1  1.6966972  0.0005309  0.9999984  0.0018131 -0.0018131  0.9999984 
    4   708     2  1.6927733 -0.0010068  0.9999991  0.0013060 -0.0013060  0.9999991 
    4   708     3  1.6972949 -0.0001639  0.9999992  0.0012554 -0.0012554  0.9999992 
    4   708     4  1.6941361 -0.0013790  0.9999996  0.0008631 -0.0008631  0.9999996 
    4   709     1  1.6992285 -0.0001013  0.9999993  0.0011629 -0.0011629  0.9999993 
    4   709     2  1.6988200  0.0003008  0.9999987  0.0016411 -0.0016411  0.9999987 
    4   709     3  1.6964217 -0.0011257  0.9999996  0.0008541 -0.0008541  0.9999996 
    4   709     4  1.6958030 -0.0007496  0.9999991  0.0013571 -0.0013571  0.9999991 
    4   710     1  1.6992906 -0.0012166  0.9999998  0.0006264 -0.0006264  0.9999998 
    4   710     2  1.7039018  0.0002340  0.9999996  0.0008661 -0.0008661  0.9999996 
    4   710     3  1.6989004 -0.0008708  0.9999989  0.0014533 -0.0014533  0.9999989 
